system,date,equity,cash,positions
S-A_canslim,2022-07-05,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-06,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-07,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-08,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-11,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-12,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-13,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-14,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-15,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-18,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-19,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-20,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-21,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-22,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-25,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-26,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-27,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-28,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-07-29,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-01,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-02,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-03,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-04,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-05,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-08,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-09,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-10,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-11,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-12,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-15,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-16,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-17,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-18,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-19,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-22,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-23,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-24,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-25,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-26,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-29,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-30,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-08-31,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-01,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-02,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-06,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-07,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-08,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-09,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-12,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-13,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-14,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-15,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-16,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-19,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-20,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-21,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-22,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-23,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-26,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-27,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-28,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-29,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-09-30,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-03,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-04,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-05,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-06,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-07,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-10,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-11,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-12,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-13,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-14,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-17,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-18,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-19,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-20,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-21,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-24,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-25,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-26,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-27,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-28,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-10-31,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-01,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-02,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-03,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-04,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-07,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-08,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-09,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-10,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-11,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-14,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-15,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-16,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-17,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-18,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-21,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-22,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-23,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-25,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-28,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-29,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-11-30,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-01,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-02,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-05,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-06,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-07,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-08,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-09,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-12,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-13,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-14,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-15,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-16,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-19,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-20,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-21,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-22,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-23,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-27,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-28,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-29,104777.52239307109,104777.52239307109,0
S-A_canslim,2022-12-30,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-03,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-04,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-05,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-06,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-09,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-10,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-11,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-12,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-13,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-17,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-18,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-19,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-20,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-23,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-24,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-25,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-26,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-27,104777.52239307109,104777.52239307109,0
S-A_canslim,2023-01-30,104632.83808496047,94300.10908496047,1
S-A_canslim,2023-01-31,104876.87308496046,94300.10908496047,1
S-A_canslim,2023-02-01,105238.30008496047,94300.10908496047,1
S-A_canslim,2023-02-02,105201.29608496047,94300.10908496047,1
S-A_canslim,2023-02-03,105164.29208496047,94300.10908496047,1
S-A_canslim,2023-02-06,105171.77423466025,83904.26223466024,2
S-A_canslim,2023-02-07,105222.15423466024,83904.26223466024,2
S-A_canslim,2023-02-08,105003.41523466024,83904.26223466024,2
S-A_canslim,2023-02-09,105001.82423466025,83904.26223466024,2
S-A_canslim,2023-02-10,104671.25723466024,83904.26223466024,2
S-A_canslim,2023-02-13,105089.04223466024,83904.26223466024,2
S-A_canslim,2023-02-14,105327.02323466024,83904.26223466024,2
S-A_canslim,2023-02-15,105568.64423466024,83904.26223466024,2
S-A_canslim,2023-02-16,105457.88723466024,83904.26223466024,2
S-A_canslim,2023-02-17,105402.52023466025,83904.26223466024,2
S-A_canslim,2023-02-21,104219.43891625025,73384.84491625024,3
S-A_canslim,2023-02-22,104340.09991625024,73384.84491625024,3
S-A_canslim,2023-02-23,104675.13191625023,73384.84491625024,3
S-A_canslim,2023-02-24,104775.47791625024,73384.84491625024,3
S-A_canslim,2023-02-27,105289.77391625024,73384.84491625024,3
S-A_canslim,2023-02-28,105654.88591625023,73384.84491625024,3
S-A_canslim,2023-03-01,105658.17391625023,73384.84491625024,3
S-A_canslim,2023-03-02,107267.51177646863,85901.25077646863,2
S-A_canslim,2023-03-03,107410.15277646863,85901.25077646863,2
S-A_canslim,2023-03-06,106920.03963168118,75182.10763168118,3
S-A_canslim,2023-03-07,106900.24663168118,75182.10763168118,3
S-A_canslim,2023-03-08,107197.15963168118,75182.10763168118,3
S-A_canslim,2023-03-09,107106.04563168119,75182.10763168118,3
S-A_canslim,2023-03-10,105881.23803458575,84999.41103458575,2
S-A_canslim,2023-03-13,105872.68803458575,84999.41103458575,2
S-A_canslim,2023-03-14,106377.54303458575,84999.41103458575,2
S-A_canslim,2023-03-15,105818.73303458575,84999.41103458575,2
S-A_canslim,2023-03-16,106071.36303458575,84999.41103458575,2
S-A_canslim,2023-03-17,105820.24503458575,84999.41103458575,2
S-A_canslim,2023-03-20,106076.03403458575,84999.41103458575,2
