flag,lag,bucket_type,bucket,rows_all,n_nn,n_true,k_nn,k_true,threshold,coverage,true_share,base,rate,lift,ci_low,ci_high,events,sufficient,passes
h13_stage2,0,drawdown,20-30,28427,28388,752,36,1,launch_500,0.9986280648679072,0.026490066225165563,0.0012681414682260109,0.0013297872340425532,1.0486111111111112,0.1851360306113065,5.909151070565976,1,False,False
h13_stage2,0,drawdown,>30,21977,21968,165,123,0,launch_500,0.9995904809573645,0.007510924981791697,0.00559905316824472,0.0,0.0,0.0,4.063520932713721,0,False,False
h13_stage2,0,mst,0-12,297665,297307,7434,511,5,launch_500,0.9987973056960006,0.025004456672732225,0.001718762087673684,0.0006725854183481302,0.39131967313664884,0.16716765342642015,0.9155598889774981,5,False,False
h13_stage2,0,mst,13-24,33927,33892,719,43,3,launch_500,0.9989683732720253,0.02121444588693497,0.0012687359848931902,0.004172461752433936,3.2886761328718825,1.119229363674945,9.611893584862614,3,False,False
h13_stage2,0,mst,>24,61837,61770,1577,71,2,launch_500,0.9989165062988179,0.025530192650153796,0.0011494252873563218,0.0012682308180088776,1.1033608116677236,0.3026412929666237,4.012825756812834,2,False,False
h13_stage2,3,all,ALL,393429,391838,9509,615,9,launch_500,0.9959560683121986,0.024267682052276706,0.0015695261817383714,0.0009464717635923862,0.6030302486219731,0.3173149561661305,1.1455452288397128,9,False,False
h13_stage2,3,drawdown,0-10,304121,302812,7825,404,7,launch_500,0.9956957921353672,0.02584111593992312,0.0013341611296778199,0.0008945686900958467,0.6705102331319395,0.3248501745191861,1.383294225919258,7,False,False
h13_stage2,3,drawdown,10-20,38904,38741,849,52,2,launch_500,0.9958101994653507,0.02191476730079244,0.0013422472316150847,0.002355712603062426,1.755051191446951,0.48147556646764883,6.368610815959066,2,False,False
h13_stage2,3,drawdown,20-30,28427,28339,600,36,0,launch_500,0.9969043514968164,0.021172236141007092,0.0012703341684604256,0.0,0.0,3.413911707340745e-16,5.007895773702479,0,False,False
h13_stage2,3,drawdown,>30,21977,21946,235,123,0,launch_500,0.9985894344087,0.010708101704182994,0.00560466599835961,0.0,0.0,3.095141577543659e-16,2.869701581450746,0,False,False
h13_stage2,3,mst,0-12,297665,296419,7023,502,5,launch_500,0.9958140863050745,0.023692813213727865,0.0016935486591615246,0.0007119464616260857,0.4203873669496867,0.17958627931999283,0.9835324057541159,5,False,False
h13_stage2,3,mst,13-24,33927,33842,842,43,2,launch_500,0.9974946208034898,0.0248803262218545,0.0012706104840139471,0.0023752969121140144,1.8694139092968018,0.5128510677534626,6.783327706991255,2,False,False
h13_stage2,3,mst,>24,61837,61577,1644,70,2,launch_500,0.9957953975775021,0.026698280202023483,0.0011367880864608538,0.0012165450121654502,1.0701598887730275,0.293532226920909,3.8924938613392404,2,False,False
h13_stage2,6,all,ALL,393429,388531,9309,594,8,launch_500,0.9875504856022307,0.023959478136879684,0.001528835536932703,0.0008593833924159416,0.5621163111763605,0.2848789401812398,1.1086969450937598,8,False,False
h13_stage2,6,drawdown,0-10,304121,299985,7447,385,6,launch_500,0.9864001499403198,0.024824574562061438,0.0012833975032084937,0.0008056935678796831,0.6277817791178877,0.28775749460759953,1.3688844836038148,6,False,False
h13_stage2,6,drawdown,10-20,38904,38470,1051,50,0,launch_500,0.988844334772774,0.027319989602287497,0.0012997140629061607,0.0,0.0,0.0,2.801955154856826,0,False,False
h13_stage2,6,drawdown,20-30,28427,28239,524,36,0,launch_500,0.9933865691068351,0.018555897871737666,0.0012748326782109848,0.0,0.0,0.0,5.708729998567467,0,False,False
h13_stage2,6,drawdown,>30,21977,21837,287,123,2,launch_500,0.9936297037812258,0.013142830974950772,0.0056326418464074735,0.006968641114982578,1.2371887481941022,0.3396519145525738,4.446962206511331,2,False,False
h13_stage2,6,mst,0-12,297665,293748,6801,484,4,launch_500,0.9868409117632237,0.023152498059561256,0.0016476707926522053,0.0005881488016468167,0.35695771526063863,0.1388278565486691,0.9173006295311184,4,False,False
h13_stage2,6,mst,13-24,33927,33694,874,43,1,launch_500,0.9931323134966251,0.025939336380364456,0.0012761916068142697,0.0011441647597254005,0.8965462189345963,0.15828479980003846,5.055935210851937,1,False,False
h13_stage2,6,mst,>24,61837,61089,1634,67,3,launch_500,0.9879036822614292,0.026747859680138812,0.001096760464240698,0.0018359853121175031,1.6740075631633753,0.569488800296964,4.909189944458423,3,False,False
h13_stage2,12,all,ALL,393429,379718,9471,550,10,launch_500,0.9651500016521405,0.02494219394392681,0.0014484433184626486,0.0010558547143912998,0.7289582553440647,0.39603636205966286,1.341201837319781,10,False,False
h13_stage2,12,drawdown,0-10,304121,292590,7865,355,7,launch_500,0.9620841704453161,0.02688061792952596,0.001213301890016747,0.0008900190718372536,0.7335512119122874,0.35539212516544205,1.513355673246052,7,False,False
h13_stage2,12,drawdown,10-20,38904,37768,847,47,0,launch_500,0.9707999177462472,0.022426392713408176,0.001244439737343783,0.0,0.0,0.0,3.628053434616314,0,False,False
h13_stage2,12,drawdown,20-30,28427,27958,378,35,1,launch_500,0.9835016005909875,0.013520280420630946,0.0012518778167250877,0.0026455026455026454,2.113227513227513,0.3731585542509607,11.846984769237189,1,False,False
h13_stage2,12,drawdown,>30,21977,21402,381,113,2,launch_500,0.9738362833871775,0.017802074572469864,0.005279880385010747,0.005249343832020997,0.9942164309107379,0.2728739387992287,3.586269610199925,2,False,False
h13_stage2,12,mst,0-12,297665,286668,7120,448,9,launch_500,0.9630557841869215,0.02483709378095916,0.0015627834289142842,0.0012640449438202246,0.808842044542536,0.42563536997780577,1.5362272845133496,9,False,False
h13_stage2,12,mst,13-24,33927,33300,754,40,0,launch_500,0.9815191440445663,0.02264264264264264,0.0012012012012012011,0.0,0.0,0.0,4.219899137478883,0,False,False
h13_stage2,12,mst,>24,61837,59750,1597,62,1,launch_500,0.9662499797855653,0.026728033472803347,0.0010376569037656904,0.0006261740763932373,0.6034500171692891,0.10653198713687984,3.410037641242306,1,False,False
h14_vol_contraction,0,all,ALL,393429,393336,38409,629,63,launch_500,0.9997636168152322,0.09764933797059003,0.0015991417007342322,0.0016402405686167304,1.0257005791692055,0.80189620849674,1.3118361902802376,63,False,False
h14_vol_contraction,0,drawdown,0-10,304121,304043,27585,416,44,launch_500,0.9997435231371724,0.0907272984413389,0.0013682275204494102,0.0015950697843030632,1.1657927943001352,0.8686316427744556,1.564395695005293,44,False,False
h14_vol_contraction,0,drawdown,10-20,38904,38898,4154,54,2,launch_500,0.9998457742134484,0.10679212298832845,0.0013882461823229986,0.00048146364949446316,0.3468143155191783,0.09511614732598318,1.2633926534593138,2,False,False
h14_vol_contraction,0,drawdown,20-30,28427,28421,3580,36,3,launch_500,0.9997889330566011,0.12596319622814117,0.001266669012350023,0.0008379888268156424,0.6615689013035382,0.22502471160286222,1.9429167283487432,3,False,False
h14_vol_contraction,0,drawdown,>30,21977,21974,3090,123,14,launch_500,0.9998634936524549,0.14062073359424776,0.0055975243469554925,0.004530744336569579,0.8094193174941459,0.4825046877795983,1.3561446575177871,14,False,False
h14_vol_contraction,0,mst,0-12,297665,297593,26919,515,53,launch_500,0.9997581173466816,0.09045575668782532,0.0017305514578635922,0.001968869571677997,1.1377122377560585,0.8700584529709604,1.4874913781860826,53,False,False
h14_vol_contraction,0,mst,13-24,33927,33921,4734,43,2,launch_500,0.9998231497037757,0.13955956487131865,0.0012676513074496624,0.0004224757076468103,0.3332743832345919,0.09140188793151895,1.214217338455584,2,False,False
h14_vol_contraction,0,mst,>24,61837,61822,6756,71,8,launch_500,0.9997574267833175,0.10928148555530394,0.001148458477564621,0.0011841326228537595,1.0310626339445792,0.5225677659314515,2.0332023811229236,8,False,False
h14_vol_contraction,3,all,ALL,393429,393150,37879,629,46,launch_500,0.9992908504456967,0.09634745008266565,0.0015998982576624697,0.0012143931993980834,0.759044016444128,0.5691848789648672,1.0121305338402014,46,False,False
h14_vol_contraction,3,drawdown,0-10,304121,303899,27404,416,34,launch_500,0.9992700273904137,0.09017469619840802,0.0013688758436190972,0.0012406947890818859,0.9063603502576827,0.6487294390830498,1.266127133824523,34,False,False
h14_vol_contraction,3,drawdown,10-20,38904,38883,5181,54,3,launch_500,0.9994602097470697,0.133245891520716,0.001388781729804799,0.0005790387955993051,0.41694010165347745,0.14181101269323818,1.2249418954617857,3,False,False
