feature,lag,decile,rows,k_win,k_loss,median_fwd_12m,coverage,win_100_rate,loss_50_rate,ratio,sufficient
ret_12m_skip1,0,4,55147,1403,2799,0.07487061529614714,0.988440279553946,0.02544109380383339,0.05075525413893775,0.5012504465880672,True
ret_12m_skip1,0,5,55139,1285,2471,0.07564224548049481,0.988440279553946,0.023304738932516004,0.04481401548813,0.5200323755564549,True
ret_12m_skip1,0,6,55190,1230,2351,0.07703641120824634,0.988440279553946,0.02228664613154557,0.04259829679289726,0.5231816248404935,True
ret_12m_skip1,0,7,55181,1197,2319,0.07651745104307461,0.988440279553946,0.021692249143727006,0.042025334807270616,0.5161707632600259,True
ret_12m_skip1,0,8,55143,1344,2673,0.06579727326615292,0.988440279553946,0.024372993852347532,0.04847396768402154,0.5028058361391695,True
ret_12m_skip1,0,9,55180,1760,3515,0.050498729168830914,0.988440279553946,0.03189561435302646,0.06370061616527728,0.5007112375533428,True
ret_12m_skip1,0,10,55290,3317,6735,0.003707317903246632,0.988440279553946,0.05999276541870139,0.12181226261530113,0.4925018559762435,True
ret_12m_skip1,3,1,54671,4063,8645,-0.004122011541632387,0.9776417740427499,0.07431727972782645,0.1581277093888899,0.46998264893001734,True
ret_12m_skip1,3,2,54541,2379,4572,0.04468981122587956,0.9776417740427499,0.043618562182578244,0.08382684585907849,0.5203412073490814,True
ret_12m_skip1,3,3,54569,1767,3292,0.06541353383458648,0.9776417740427499,0.032381022192087085,0.06032729205226411,0.5367557715674363,True
ret_12m_skip1,3,4,54552,1451,2730,0.07131654027635792,0.9776417740427499,0.026598474849684705,0.050043994720633526,0.5315018315018315,True
ret_12m_skip1,3,5,54526,1333,2506,0.07641539183331658,0.9776417740427499,0.02444705278215897,0.04595972563547665,0.5319233838786912,True
ret_12m_skip1,3,6,54592,1194,2436,0.07533162528727566,0.9776417740427499,0.021871336459554514,0.04462192262602579,0.4901477832512316,True
ret_12m_skip1,3,7,54577,1191,2418,0.07642263957182638,0.9776417740427499,0.02182237939058578,0.0443043773017938,0.49255583126550867,True
ret_12m_skip1,3,8,54544,1308,2875,0.06911145008090369,0.9776417740427499,0.023980639483719566,0.05270973892637137,0.4549565217391305,True
ret_12m_skip1,3,9,54566,1751,3693,0.05669105750545056,0.9776417740427499,0.03208957959168713,0.06767950738555144,0.4741402653669104,True
ret_12m_skip1,3,10,54697,3217,6610,0.013955929843780357,0.9776417740427499,0.058814925864307,0.12084757847779586,0.48668683812405444,True
ret_12m_skip1,6,1,54013,3901,8046,0.0,0.9660748892208383,0.07222335363708737,0.14896413826301075,0.48483718617946814,True
ret_12m_skip1,6,2,53907,2407,4194,0.042243767313019376,0.9660748892208383,0.044650972971970244,0.07780065668651566,0.5739151168335718,True
ret_12m_skip1,6,3,53923,1754,3092,0.06424126376256578,0.9660748892208383,0.032527863805797155,0.057341023311017564,0.5672703751617076,True
ret_12m_skip1,6,4,53911,1458,2721,0.07101086048454475,0.9660748892208383,0.027044573463671607,0.05047207434475339,0.535832414553473,True
ret_12m_skip1,6,5,53870,1297,2434,0.07683356975305222,0.9660748892208383,0.02407648041581585,0.0451828475960646,0.5328677074774034,True
ret_12m_skip1,6,6,53951,1214,2562,0.07625184845239907,0.9660748892208383,0.02250189987210617,0.04748753498544976,0.4738485558157689,True
ret_12m_skip1,6,7,53932,1238,2546,0.07605766621963872,0.9660748892208383,0.022954832010680114,0.047207594748943114,0.4862529457973291,True
ret_12m_skip1,6,8,53902,1282,2954,0.06804978752348456,0.9660748892208383,0.02378390412229602,0.05480316129271641,0.43398781313473256,True
ret_12m_skip1,6,9,53928,1640,3676,0.0632791000293701,0.9660748892208383,0.03041091826138555,0.06816496068832517,0.44613710554951036,True
ret_12m_skip1,6,10,54040,3110,6456,0.02127466150870405,0.9660748892208383,0.0575499629903775,0.11946706143597335,0.48172242874845106,True
ret_12m_skip1,12,1,52706,3604,7448,-0.0009773583914179929,0.9426581267306445,0.0683793116533222,0.14131218457101657,0.48388829215896884,True
ret_12m_skip1,12,2,52596,2430,4137,0.04003316688167524,0.9426581267306445,0.04620123203285421,0.07865617157198267,0.5873821609862219,True
ret_12m_skip1,12,3,52625,1799,3134,0.060965995690334784,0.9426581267306445,0.034185273159144894,0.059553444180522566,0.5740268028079132,True
ret_12m_skip1,12,4,52589,1437,2636,0.07464132322032335,0.9426581267306445,0.02732510601076271,0.050124550761566106,0.545144157814871,True
ret_12m_skip1,12,5,52577,1268,2427,0.07853019334738387,0.9426581267306445,0.024117009338684214,0.04616086882096734,0.5224557066337041,True
ret_12m_skip1,12,6,52648,1183,2384,0.08322705679392284,0.9426581267306445,0.022469989363318645,0.045281872055918555,0.4962248322147651,True
ret_12m_skip1,12,7,52611,1187,2425,0.07493793660874082,0.9426581267306445,0.022561821672273857,0.04609302237174735,0.4894845360824742,True
ret_12m_skip1,12,8,52603,1259,2741,0.07395092106138201,0.9426581267306445,0.023933996159914834,0.05210729426078361,0.459321415541773,True
