label,lag,field,winners,population,winner_median,winner_coverage,population_median,population_coverage,winner_mean,population_mean
win_100,12,ev21_t12,20367,558318,0.0,0.9823243482103402,0.0,0.9675507506474804,0.21347528365072224,0.21747090434856656
win_100,12,ev22_t12,20367,558318,4.0,0.9823243482103402,4.0,0.9675507506474804,3.915429599640126,3.9631377950059328
win_100,12,ev23_t12,20367,558318,0.0,0.9823243482103402,0.0,0.9675507506474804,0.6143349827560354,0.6333790570546889
win_100,12,ev32_t12,20367,558318,0.0,0.9823243482103402,0.0,0.9675507506474804,0.24391462987954216,0.17624365745342938
win_100,12,ev52_t12,20367,558318,2.0,0.9823243482103402,2.0,0.9675507506474804,2.4164542410156447,2.3069931377394712
win_100,12,ev53_t12,20367,558318,0.0,0.9823243482103402,0.0,0.9675507506474804,0.348478032688559,0.3697901336724664
win_100,12,ev71_t12,20367,558318,1.0,0.9823243482103402,1.0,0.9675507506474804,2.531963812665567,2.671711085318243
win_100,12,ev81_t12,20367,558318,2.0,0.9823243482103402,2.0,0.9675507506474804,2.7684810316389266,2.9467309390393575
win_100,12,ev_total_t12,20367,558318,14.0,0.9823243482103402,14.0,0.9675507506474804,14.946868595991402,15.182602401698627
win_100,12,insider_net_buys_12m,20367,558318,1.0,0.8257966318063534,0.0,0.7990679147009411,10.008205006242939,5.988169473745557
win_100,12,officer_buys_12m,20367,558318,0.0,0.8257966318063534,0.0,0.7990679147009411,2.135679885843391,1.8531001896291248
win_100,12,inst_pct,20367,558318,0.7962288296581165,0.5949820788530465,0.813364392315585,0.5375019254260117,0.7290810195481146,0.7650683796215557
win_100,12,inst_pct_delta_4q,20367,558318,0.016508469034996143,0.49869887563215004,0.008235465333360503,0.4411751009281449,0.033168887458215,0.020291827132089265
