feature,direction,lag,bucket_type,bucket,label,decile,rows,row_share,events,rate,base,coverage,lift,ci_low,ci_high,sufficient
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,7,2078,0.10003851338340074,178,0.08565928777670838,0.09551319083381475,0.9451699504026937,0.8968320190009004,0.778718209278481,1.0309551450480232,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,8,2074,0.09984594646639708,183,0.08823529411764706,0.09551319083381475,0.9451699504026937,0.9238021821631879,0.8038385204783169,1.0597062558395132,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,9,2078,0.10003851338340074,210,0.10105871029836382,0.09551319083381475,0.9451699504026937,1.0580602471358937,0.9299941304789973,1.201540676491024,True
fcf_ps_slope,HIGH,12,drawdown,>30,win_100,10,2082,0.1002310803004044,239,0.11479346781940442,0.09551319083381475,0.9451699504026937,1.2018598354559822,1.0658678873643455,1.3527068698208604,True
fcf_ps_slope,HIGH,12,drawdown,>30,launch_300,1,2080,0.10013479684190256,62,0.02980769230769231,0.028259195070286926,0.9451699504026937,1.054796225920587,0.8252802056131917,1.345656973896145,False
fcf_ps_slope,HIGH,12,drawdown,>30,launch_300,2,2076,0.0999422299248989,42,0.02023121387283237,0.028259195070286926,0.9451699504026937,0.7159161406583884,0.530874993259547,0.9636718156805558,False
fcf_ps_slope,HIGH,12,drawdown,>30,launch_300,3,2076,0.0999422299248989,52,0.025048169556840076,0.028259195070286926,0.9451699504026937,0.8863723646246713,0.6777378400186196,1.1570917529220879,False
fcf_ps_slope,HIGH,12,drawdown,>30,launch_300,4,2076,0.0999422299248989,56,0.02697495183044316,0.028259195070286926,0.9451699504026937,0.9545548542111845,0.7371535026145551,1.2337892039263942,False
fcf_ps_slope,HIGH,12,drawdown,>30,launch_300,5,2076,0.0999422299248989,72,0.03468208092485549,0.028259195070286926,0.9451699504026937,1.227284812557237,0.9777740374821455,1.5376211234597712,False
fcf_ps_slope,HIGH,12,drawdown,>30,launch_300,6,2076,0.0999422299248989,62,0.029865125240847785,0.028259195070286926,0.9451699504026937,1.0568285885909543,0.826874998823942,1.3482373781173704,False
fcf_ps_slope,HIGH,12,drawdown,>30,launch_300,7,2078,0.10003851338340074,60,0.028873917228103944,0.028259195070286926,0.9451699504026937,1.0217529960173342,0.7961241172835986,1.308907479724604,False
fcf_ps_slope,HIGH,12,drawdown,>30,launch_300,8,2074,0.09984594646639708,52,0.02507232401157184,0.028259195070286926,0.9451699504026937,0.8872271113600856,0.6783931046265708,1.1582025803180265,False
